filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
P106-Fg002-R-C01-R01-binarized.jpg,321771,"{}",13,12,"{""name"":""polyline"",""all_points_x"":[2742,2847,3107,3118,2902,2737],""all_points_y"":[2474,2451,2448,2534,2570,2492]}","{""1"":""""}"
P123-Fg001-R-C01-R01-binarized.jpg,556158,"{}",13,0,"{""name"":""polyline"",""all_points_x"":[999,1138,1085,984,1013],""all_points_y"":[147,161,64,64,136]}","{""1"":""""}"
P123-Fg001-R-C01-R01-binarized.jpg,556158,"{}",13,1,"{""name"":""polyline"",""all_points_x"":[730,820,1206,2259,2208,1958,1493,1385,963,734],""all_points_y"":[200,165,190,297,351,315,290,340,308,247]}","{""1"":""""}"
P123-Fg001-R-C01-R01-binarized.jpg,556158,"{}",13,2,"{""name"":""polyline"",""all_points_x"":[877,1006,1192,1314,1414,1521,1557,1958,1997,2259,2516,2502,2273,1815,1689,1639,1575,1085,884],""all_points_y"":[387,326,354,344,351,304,301,336,326,376,354,480,494,455,422,455,412,465,415]}","{""1"":""""}"
P123-Fg001-R-C01-R01-binarized.jpg,556158,"{}",13,3,"{""name"":""polyline"",""all_points_x"":[498,777,1077,1435,1571,1621,1800,2280,2760,2742,1493,1457,1392,1278,1095,1034,999,784,447,440],""all_points_y"":[415,530,490,487,408,437,455,501,530,626,637,583,594,648,594,580,651,637,616,387]}","{""1"":""""}"
P123-Fg001-R-C01-R01-binarized.jpg,556158,"{}",13,4,"{""name"":""polyline"",""all_points_x"":[802,845,1006,1034,1070,1213,1374,1450,1518,2835,2835,2470,2298,1808,1775,1732,1636,1271,988,898,798],""all_points_y"":[673,644,673,576,587,641,619,580,644,673,795,759,759,791,745,752,809,730,762,752,684]}","{""1"":""""}"
P123-Fg001-R-C01-R01-binarized.jpg,556158,"{}",13,5,"{""name"":""polyline"",""all_points_x"":[544,730,845,952,1296,1664,1761,1786,1811,2348,2531,2874,2838,2745,2491,2359,2241,2198,2166,1947,1700,1185,1106,1052,913,870,834,501],""all_points_y"":[841,737,762,752,741,813,752,752,802,759,759,866,909,906,909,906,938,938,902,906,938,959,888,902,931,888,923,873]}","{""1"":""""}"
P123-Fg001-R-C01-R01-binarized.jpg,556158,"{}",13,6,"{""name"":""polyline"",""all_points_x"":[723,870,959,1117,1142,1156,1439,1979,2162,2223,2391,2588,2871,2903,2821,2810,2595,2259,2169,1843,1700,1589,1407,1120,1059,913,737],""all_points_y"":[1009,895,931,898,938,977,952,909,909,956,906,913,906,1045,1059,1106,1106,1059,1095,1102,1102,1017,1052,1077,1052,1067,1009]}","{""1"":""""}"
P123-Fg001-R-C01-R01-binarized.jpg,556158,"{}",13,7,"{""name"":""polyline"",""all_points_x"":[898,1031,1074,1385,1550,1700,2208,2259,2330,2745,2817,2842,2917,2846,2391,2359,2198,2065,1410,1235,956,906],""all_points_y"":[1167,1052,1052,1102,1017,1117,1124,1070,1067,1128,1077,1056,1145,1253,1221,1246,1224,1274,1210,1260,1221,1156]}","{""1"":""""}"
P123-Fg001-R-C01-R01-binarized.jpg,556158,"{}",13,8,"{""name"":""polyline"",""all_points_x"":[1070,1178,1378,1421,1460,2119,2226,2259,2423,2964,2917,2645,1772,1668,1503,1407,1178,1042],""all_points_y"":[1324,1274,1267,1210,1217,1285,1231,1231,1231,1296,1392,1439,1374,1342,1382,1346,1382,1353]}","{""1"":""""}"
P123-Fg001-R-C01-R01-binarized.jpg,556158,"{}",13,9,"{""name"":""polyline"",""all_points_x"":[1213,1285,1421,1611,1657,1686,2370,2960,2960,2506,2330,2234,1861,1693,1636,1235,1213],""all_points_y"":[1460,1407,1346,1403,1349,1349,1457,1446,1550,1553,1489,1539,1561,1503,1525,1546,1468]}","{""1"":""""}"
P123-Fg001-R-C01-R01-binarized.jpg,556158,"{}",13,10,"{""name"":""polyline"",""all_points_x"":[1367,1657,1693,1997,2273,2305,2341,2391,2463,2996,2967,2788,2194,1747,1400,1382],""all_points_y"":[1625,1546,1514,1611,1575,1518,1503,1532,1589,1600,1704,1743,1743,1740,1682,1621]}","{""1"":""""}"
P123-Fg001-R-C01-R01-binarized.jpg,556158,"{}",13,11,"{""name"":""polyline"",""all_points_x"":[1514,1514,1944,2430,2785,3025,3025,2713,2488,2420,2312,2262,2205,2033,1890,1757,1514],""all_points_y"":[1800,1747,1765,1765,1768,1732,1868,1908,1861,1861,1893,1833,1883,1926,1926,1876,1840]}","{""1"":""""}"
P123-Fg001-R-C01-R01-binarized.jpg,556158,"{}",13,12,"{""name"":""polyline"",""all_points_x"":[1654,1722,1836,2112,2212,2259,2319,2445,2552,2767,3035,3039,2276,1768,1679],""all_points_y"":[1940,1886,1919,1926,1872,1836,1879,1854,1879,1911,1876,2033,2090,2076,1954]}","{""1"":""""}"
P123-Fg002-R-C01-R01-binarized.jpg,598607,"{}",12,0,"{""name"":""polyline"",""all_points_x"":[462,1847,2090,2495,3121,3071,2967,2892,2767,2717,2148,2015,1514,1432,1364,830,787,723,422,455],""all_points_y"":[727,623,537,583,648,780,737,780,780,737,809,730,802,762,795,802,802,859,830,730]}","{""1"":""""}"
P123-Fg002-R-C01-R01-binarized.jpg,598607,"{}",12,1,"{""name"":""polyline"",""all_points_x"":[540,612,762,798,841,963,1389,1421,1457,1521,1958,2012,2062,2094,2423,2631,2706,2720,2803,2939,2964,2985,3100,3068,2795,2534,2459,2366,1994,1765,1521,1478,1403,1253,1178,999,934,540,540],""all_points_y"":[895,881,873,813,809,838,838,770,773,820,787,748,777,805,820,802,737,737,823,780,748,752,852,934,931,916,884,934,956,959,938,902,949,920,941,952,981,959,895]}","{""1"":""""}"
P123-Fg002-R-C01-R01-binarized.jpg,598607,"{}",12,2,"{""name"":""polyline"",""all_points_x"":[605,662,870,988,1167,1203,1335,1435,1485,1539,1843,2384,2477,2538,3100,3100,2935,2559,2380,2226,2173,1625,1246,1042,748,705,648,626],""all_points_y"":[1052,1002,1006,956,959,934,945,931,909,952,988,974,895,938,991,1077,1099,1056,1074,1031,1074,1110,1070,1085,1128,1110,1110,1052]}","{""1"":""""}"
P123-Fg002-R-C01-R01-binarized.jpg,598607,"{}",12,3,"{""name"":""polyline"",""all_points_x"":[562,691,698,737,1085,1285,1657,2266,2348,2373,2659,3075,3064,2889,2817,2781,2692,2115,1947,1349,1020,838,583],""all_points_y"":[1221,1124,1120,1120,1088,1077,1138,1131,1067,1077,1070,1163,1264,1260,1217,1238,1253,1217,1264,1267,1267,1289,1274]}","{""1"":""""}"
P123-Fg002-R-C01-R01-binarized.jpg,598607,"{}",12,4,"{""name"":""polyline"",""all_points_x"":[537,709,1020,1085,1142,1324,1661,1987,2201,2251,2305,2452,2760,2813,2831,2889,3089,3046,2577,2538,2523,2495,2416,2169,1349,1088,1056,1013,813,576,519],""all_points_y"":[1382,1324,1310,1260,1289,1310,1299,1281,1278,1228,1238,1299,1278,1238,1224,1271,1317,1403,1378,1385,1403,1371,1385,1407,1425,1425,1403,1417,1417,1439,1403]}","{""1"":""""}"
P123-Fg002-R-C01-R01-binarized.jpg,598607,"{}",12,5,"{""name"":""polyline"",""all_points_x"":[476,476,526,598,841,830,891,963,1034,1063,1153,2151,2187,2219,2316,2466,2509,2659,3075,3039,2699,2656,2602,2169,2090,2055,1865,1783,1679,1664,1378,791,530,462],""all_points_y"":[1500,1446,1442,1485,1471,1421,1417,1453,1410,1410,1439,1439,1403,1403,1396,1374,1374,1396,1482,1578,1582,1525,1539,1553,1539,1553,1532,1564,1553,1536,1568,1582,1604,1557]}","{""1"":""""}"
P123-Fg002-R-C01-R01-binarized.jpg,598607,"{}",12,6,"{""name"":""polyline"",""all_points_x"":[483,820,1289,1629,1682,1843,1865,2094,2366,2591,2617,2645,2710,3089,3032,1425,1192,755,705,619,533,469],""all_points_y"":[1654,1596,1596,1539,1550,1550,1532,1582,1582,1568,1536,1532,1575,1639,1747,1704,1697,1740,1711,1736,1754,1718]}","{""1"":""""}"
P123-Fg002-R-C01-R01-binarized.jpg,598607,"{}",12,7,"{""name"":""polyline"",""all_points_x"":[498,583,698,691,719,748,1070,1213,1303,3039,3007,2731,2581,2527,2459,2291,2137,1006,748,512],""all_points_y"":[1804,1783,1772,1707,1718,1732,1750,1693,1729,1779,1883,1876,1847,1876,1851,1861,1861,1858,1861,1886]}","{""1"":""""}"
P123-Fg002-R-C01-R01-binarized.jpg,598607,"{}",12,8,"{""name"":""polyline"",""all_points_x"":[709,773,816,1181,1865,1904,1979,1965,1926,1833,1750,1582,677,705],""all_points_y"":[1911,1868,1868,1929,1883,1861,1890,1933,1944,2101,2216,2158,2055,1890]}","{""1"":""""}"
P123-Fg002-R-C01-R01-binarized.jpg,598607,"{}",12,9,"{""name"":""polyline"",""all_points_x"":[1786,1922,1929,1944,2058,2316,2344,2391,2481,2595,2681,2710,2889,2889,2717,2584,2495,2448,1997,1936,1879,1793],""all_points_y"":[2205,1987,1947,1936,1933,1904,1865,1854,1868,1890,1868,1879,1926,1990,2044,2012,2012,2033,2040,2105,2255,2230]}","{""1"":""""}"
P123-Fg002-R-C01-R01-binarized.jpg,598607,"{}",12,10,"{""name"":""polyline"",""all_points_x"":[1936,2008,2148,2398,2481,2506,2624,2781,2702,2606,2387,2180,2126,2098,1987],""all_points_y"":[2216,2076,2062,2062,2029,2019,2033,2094,2169,2183,2187,2173,2140,2155,2237]}","{""1"":""""}"
P123-Fg002-R-C01-R01-binarized.jpg,598607,"{}",12,11,"{""name"":""polyline"",""all_points_x"":[2037,2087,2115,2158,2327,2237,2105,2072,2037],""all_points_y"":[2251,2169,2148,2183,2259,2309,2251,2298,2251]}","{""1"":""""}"
